[1] 234 {index_type: FLAT, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 112.29465392976999 158.6778428722173 56.31511001288891 17.75722359010093 0.9992000000000001 234
[57] 25458 {index_type: SCANN, nlist: 160, nprobe: 16, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 499} {dataCoord*segment*maxSize: 895, dataCoord*segment*sealProportion: 0.21, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 19546, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 114.05229047872126 344.72581190802157 2.6856011003255844 372.35611792040396 0.96 375
[58] 25912 {index_type: AUTOINDEX, nlist: 128, nprobe: 7, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.3, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 26417, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1214} 117.24706472456455 425.5384494327009 3.793459927663207 263.6115891742148 0.8918 454
[59] 26327 {index_type: SCANN, nlist: 245, nprobe: 12, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 398} {dataCoord*segment*maxSize: 945, dataCoord*segment*sealProportion: 0.21, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37389, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1735} 117.2756610326469 387.51934739015996 2.4337786715477705 410.8837059386531 0.8885000000000001 414
[60] 26747 {index_type: AUTOINDEX, nlist: 128, nprobe: 7, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.04, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 46714, dataNode*segment*insertBufSize: 2561325578, rootCoord*minSegmentSizeToEnableIndex: 3786} 133.14823051914573 391.5542834661901 3.3621238209307194 297.431044560154 0.8985 420
[61] 27153 {index_type: SCANN, nlist: 1125, nprobe: 13, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1245, dataCoord*segment*sealProportion: 0.34, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9515, dataNode*segment*insertBufSize: 12596797, rootCoord*minSegmentSizeToEnableIndex: 769} 111.00370967015624 377.97601977549493 2.2665564510971308 441.19792362371925 0.7517 405
[62] 27568 {index_type: AUTOINDEX, nlist: 128, nprobe: 7, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.02, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 38945, dataNode*segment*insertBufSize: 5389305814, rootCoord*minSegmentSizeToEnableIndex: 1905} 123.26666767150164 387.73491936177015 3.4338915944099426 291.21478430708396 0.8987 415
[63] 28671 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 451} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.22, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 27897, dataNode*segment*insertBufSize: 5682588651, rootCoord*minSegmentSizeToEnableIndex: 1961} 123.01762271858752 1073.4585919119418 6.013121088966727 166.3029872847341 0.9989000000000001 1102
[64] 29092 {index_type: AUTOINDEX, nlist: 128, nprobe: 7, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.12, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 45142, dataNode*segment*insertBufSize: 3896211996, rootCoord*minSegmentSizeToEnableIndex: 7308} 131.5820343978703 391.9103426542133 3.4148319605737925 292.8401782417342 0.8973000000000001 420
[65] 29498 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 457} {dataCoord*segment*maxSize: 1542, dataCoord*segment*sealProportion: 0.19, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 35193, dataNode*segment*insertBufSize: 4178524003, rootCoord*minSegmentSizeToEnableIndex: 2435} 118.99909045547247 378.84207353554666 4.121955931186676 242.6032729835878 0.9989 406
[66] 29897 {index_type: AUTOINDEX, nlist: 128, nprobe: 7, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.15, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 24785, dataNode*segment*insertBufSize: 7094408564, rootCoord*minSegmentSizeToEnableIndex: 7894} 129.10140609927475 370.12049375101924 4.75311940535903 210.38815033186913 0.8933000000000001 398
[67] 30283 {index_type: SCANN, nlist: 39, nprobe: 25, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 452} {dataCoord*segment*maxSize: 1463, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 4405, dataNode*segment*insertBufSize: 6911765049, rootCoord*minSegmentSizeToEnableIndex: 100} 109.7979661617428 358.4421565774828 3.807855550199747 262.61500385631575 0.9987999999999999 386
[68] 30675 {index_type: AUTOINDEX, nlist: 128, nprobe: 7, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.13, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 19031, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 4855} 126.80294538848102 364.76212615147233 3.361921025440097 297.44898599130346 0.8996000000000002 391
[69] 31450 {index_type: SCANN, nlist: 123, nprobe: 27, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 482} {dataCoord*segment*maxSize: 614, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 11608, dataNode*segment*insertBufSize: 9136010494, rootCoord*minSegmentSizeToEnableIndex: 100} 113.37599948607385 747.9436393734068 3.442475477233529 290.488634302089 0.9946 775
[70] 32018 {index_type: SCANN, nlist: 425, nprobe: 27, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 340} {dataCoord*segment*maxSize: 1253, dataCoord*segment*sealProportion: 0.05, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9673, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3114} 117.37898472137749 535.5355093963444 2.5404603332281113 393.62944853750986 0.9472 568
[71] 32493 {index_type: SCANN, nlist: 336, nprobe: 26, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 499} {dataCoord*segment*maxSize: 1132, dataCoord*segment*sealProportion: 0.13, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 19610, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 597} 116.33839702419937 448.937064493075 2.7532794773578644 363.20323026546953 0.9601000000000001 475
[72] 33078 {index_type: SCANN, nlist: 236, nprobe: 27, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 342} {dataCoord*segment*maxSize: 977, dataCoord*segment*sealProportion: 0.02, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 2935, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1261} 107.94201753847301 558.9353563021868 2.977777760475874 335.8208974736219 0.9778 584
[73] 33519 {index_type: SCANN, nlist: 256, nprobe: 33, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 430} {dataCoord*segment*maxSize: 897, dataCoord*segment*sealProportion: 0.11, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 5759715265, rootCoord*minSegmentSizeToEnableIndex: 3433} 109.02049418725073 382.4181857705116 34.04519581794739 29.37271987940326 0.9842000000000001 440
[74] 33917 {index_type: SCANN, nlist: 1014, nprobe: 18, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 498} {dataCoord*segment*maxSize: 1349, dataCoord*segment*sealProportion: 0.51, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9642, dataNode*segment*insertBufSize: 105960743, rootCoord*minSegmentSizeToEnableIndex: 1553} 111.46108323894441 372.54051559977233 2.290544716641307 436.5773751260047 0.8262 398
[75] 34276 {index_type: SCANN, nlist: 211, nprobe: 22, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 492} {dataCoord*segment*maxSize: 785, dataCoord*segment*sealProportion: 0.5, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 27687, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 114.47262205183506 331.0079634040594 2.6841045524924994 372.5637285892553 0.9713 358
[76] 34772 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 449} {dataCoord*segment*maxSize: 1012, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 18537, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 3720} 114.43480335734785 465.86449898965657 4.545638969168067 219.99107425441176 0.9949 496
[77] 35151 {index_type: SCANN, nlist: 488, nprobe: 24, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 498} {dataCoord*segment*maxSize: 1148, dataCoord*segment*sealProportion: 0.42, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1519} 115.412328382954 332.55003978684545 20.13437701947987 49.66629953499464 0.9269000000000001 378
[78] 35614 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 430} {dataCoord*segment*maxSize: 629, dataCoord*segment*sealProportion: 0.19, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37397, dataNode*segment*insertBufSize: 636642021, rootCoord*minSegmentSizeToEnableIndex: 1907} 117.55805697105825 432.100494844839 5.179274378344417 193.07723958035515 0.9993000000000001 462
[79] 36240 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 514} {dataCoord*segment*maxSize: 757, dataCoord*segment*sealProportion: 0.09, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 47291, dataNode*segment*insertBufSize: 5203149798, rootCoord*minSegmentSizeToEnableIndex: 100} 110.42514332197607 598.6816696133465 4.922808442264795 203.136078059527 0.9991 626
[80] 37342 {index_type: SCANN, nlist: 326, nprobe: 29, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 482} {dataCoord*segment*maxSize: 104, dataCoord*segment*sealProportion: 0.13, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 10598, dataNode*segment*insertBufSize: 126778716, rootCoord*minSegmentSizeToEnableIndex: 1557} 116.31047643907368 1056.785993250087 4.35545002669096 229.5973995504081 0.9759000000000001 1101
[81] 38332 {index_type: SCANN, nlist: 143, nprobe: 26, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 480} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.57, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 339} 113.50755208916962 941.5811332985759 25.92160859517753 38.577852772070656 0.9897999999999999 990
[82] 38715 {index_type: SCANN, nlist: 151, nprobe: 22, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 408} {dataCoord*segment*maxSize: 760, dataCoord*segment*sealProportion: 0.52, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 896} 111.61626236885786 324.62811873294413 24.276910109445453 41.191403497882895 0.9821 382
[83] 39726 {index_type: SCANN, nlist: 102, nprobe: 27, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 541} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.37, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 27671, dataNode*segment*insertBufSize: 1964699982, rootCoord*minSegmentSizeToEnableIndex: 228} 122.3941802084446 981.932083921507 5.085802085697651 196.62581892681413 0.9961 1011
[84] 40116 {index_type: SCANN, nlist: 842, nprobe: 28, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 446} {dataCoord*segment*maxSize: 2269, dataCoord*segment*sealProportion: 0.28, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9751, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1645} 118.26012266241014 347.61554440669715 2.405992342159152 415.628920540368 0.9045 389
[85] 41252 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 493} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.2, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 37397, dataNode*segment*insertBufSize: 647045266, rootCoord*minSegmentSizeToEnableIndex: 1013} 126.88193933852017 1098.481632689014 6.744135046377778 148.27698335268244 0.999 1136
[86] 42378 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 645} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.2, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 45595, dataNode*segment*insertBufSize: 6715270013, rootCoord*minSegmentSizeToEnableIndex: 3774} 120.0393897742033 1094.7569635231048 7.541898895055056 132.59260219673098 0.9992000000000001 1125
[87] 42857 {index_type: SCANN, nlist: 793, nprobe: 36, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 454} {dataCoord*segment*maxSize: 1109, dataCoord*segment*sealProportion: 0.34, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9693, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1714} 117.77344978041947 435.56005110405385 2.564251944422722 389.97728057689955 0.9365 478
[88] 43275 {index_type: SCANN, nlist: 1051, nprobe: 34, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 558} {dataCoord*segment*maxSize: 1996, dataCoord*segment*sealProportion: 0.28, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9823, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 810} 120.34791275858879 382.89325824193656 2.633427683264017 379.733229947877 0.9146000000000002 418
[89] 43619 {index_type: SCANN, nlist: 482, nprobe: 38, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 382} {dataCoord*segment*maxSize: 2008, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9749, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3115} 124.04539645276964 308.8015725631267 2.4031482245773077 416.1208159250731 0.9704 344
[90] 43965 {index_type: SCANN, nlist: 132, nprobe: 41, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 535} {dataCoord*segment*maxSize: 1521, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 19616, dataNode*segment*insertBufSize: 106614560, rootCoord*minSegmentSizeToEnableIndex: 100} 125.09440540149808 315.48067341931164 3.1673443019390106 315.72191232503894 0.9979 345
[91] 44974 {index_type: SCANN, nlist: 136, nprobe: 33, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 825} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.45, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 32992, dataNode*segment*insertBufSize: 4714251391, rootCoord*minSegmentSizeToEnableIndex: 100} 118.19307857006788 979.9009241387248 6.26056014187634 159.73011636947425 0.9962000000000001 1009
[92] 45363 {index_type: SCANN, nlist: 974, nprobe: 38, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 303} {dataCoord*segment*maxSize: 1902, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9740, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2649} 114.22168119437993 341.9855069704354 2.3822486270219088 419.77146661224765 0.9258 389
[93] 45805 {index_type: SCANN, nlist: 120, nprobe: 32, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 740} {dataCoord*segment*maxSize: 1112, dataCoord*segment*sealProportion: 0.69, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50282, dataNode*segment*insertBufSize: 7441709893, rootCoord*minSegmentSizeToEnableIndex: 3406} 117.85863399319351 412.9736493844539 3.057621508836746 327.05159782200906 0.9969000000000001 441
[94] 46149 {index_type: SCANN, nlist: 237, nprobe: 32, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 349} {dataCoord*segment*maxSize: 2364, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9698, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3617} 113.27207173593342 293.89753197692335 2.6695136725902557 374.60006677159663 0.9815 344
[95] 46537 {index_type: SCANN, nlist: 1126, nprobe: 22, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 392} {dataCoord*segment*maxSize: 2989, dataCoord*segment*sealProportion: 0.39, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9711, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2621} 117.4879319705069 349.46664468571544 2.253214444965124 443.81039817782556 0.8486000000000001 387
[96] 46960 {index_type: SCANN, nlist: 990, nprobe: 28, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 412} {dataCoord*segment*maxSize: 1763, dataCoord*segment*sealProportion: 0.29, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9664, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3692} 117.51686618290842 366.8659071549773 2.44347439520061 409.2533164923546 0.8941 422
[97] 48255 {index_type: SCANN, nlist: 127, nprobe: 27, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 677} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 19565, dataNode*segment*insertBufSize: 2095131770, rootCoord*minSegmentSizeToEnableIndex: 1539} 128.18556120991707 1259.3884666953236 5.598113002255559 178.6316209760478 0.9947 1295
[98] 48588 {index_type: SCANN, nlist: 573, nprobe: 25, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 368} {dataCoord*segment*maxSize: 3317, dataCoord*segment*sealProportion: 0.48, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9818, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1532} 120.62004755064845 296.06479494832456 2.437088757753372 410.3256382512096 0.922 333
[99] 48946 {index_type: SCANN, nlist: 357, nprobe: 39, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 352} {dataCoord*segment*maxSize: 983, dataCoord*segment*sealProportion: 0.7, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9794, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1633} 114.02043964900076 319.47235775366426 2.522058766335249 396.50146671763684 0.9820000000000001 357
[100] 49327 {index_type: SCANN, nlist: 1012, nprobe: 30, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 399} {dataCoord*segment*maxSize: 2028, dataCoord*segment*sealProportion: 0.63, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9855, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1805} 127.78842684812844 347.96009213104844 2.3469902593642473 426.0776098282061 0.8943000000000002 380
[101] 49679 {index_type: SCANN, nlist: 86, nprobe: 30, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 263} {dataCoord*segment*maxSize: 1435, dataCoord*segment*sealProportion: 0.36, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 19554, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 117.4352271836251 317.8879064451903 3.1995376460254192 312.54515828005214 0.9974 352
[102] 50036 {index_type: SCANN, nlist: 744, nprobe: 43, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 456} {dataCoord*segment*maxSize: 2274, dataCoord*segment*sealProportion: 0.61, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9658, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2457} 114.92873215302825 297.618179038167 2.498815221711993 400.1896544054498 0.9566 357
[103] 50383 {index_type: SCANN, nlist: 900, nprobe: 43, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 361} {dataCoord*segment*maxSize: 3603, dataCoord*segment*sealProportion: 0.45, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9592, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1383} 114.54867355525494 299.76799960806966 2.3756895493716 420.9304200814086 0.9452999999999999 346
[104] 50729 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 519} {dataCoord*segment*maxSize: 1586, dataCoord*segment*sealProportion: 0.61, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 15781, dataNode*segment*insertBufSize: 731324660, rootCoord*minSegmentSizeToEnableIndex: 100} 119.95858288183808 313.0917110592127 4.891806248575449 204.4234683847529 0.9985999999999999 346
[105] 51063 {index_type: SCANN, nlist: 573, nprobe: 49, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 378} {dataCoord*segment*maxSize: 3524, dataCoord*segment*sealProportion: 0.47, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9935, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2127} 118.97622394375503 290.97286983951926 2.5667406748980284 389.5991557618995 0.9744 333
[106] 51433 {index_type: SCANN, nlist: 352, nprobe: 47, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 571} {dataCoord*segment*maxSize: 2443, dataCoord*segment*sealProportion: 0.65, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 50290, dataNode*segment*insertBufSize: 9004848698, rootCoord*minSegmentSizeToEnableIndex: 100} 107.34671679325402 337.86523715406656 2.6464044470340014 377.87119089856634 0.9886000000000001 370
[107] 51784 {index_type: SCANN, nlist: 644, nprobe: 45, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 234} {dataCoord*segment*maxSize: 2480, dataCoord*segment*sealProportion: 0.33, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9665, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 482} 110.6108041126281 322.58047930523753 2.4502690359950066 408.1184495701385 0.967 351
[108] 52162 {index_type: SCANN, nlist: 93, nprobe: 35, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 450} {dataCoord*segment*maxSize: 1617, dataCoord*segment*sealProportion: 0.56, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 50281, dataNode*segment*insertBufSize: 7784565908, rootCoord*minSegmentSizeToEnableIndex: 578} 110.46432282030582 346.59001458249986 3.2363323774188757 308.9917484920217 0.9954000000000001 377
[109] 52550 {index_type: SCANN, nlist: 632, nprobe: 57, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 336} {dataCoord*segment*maxSize: 1149, dataCoord*segment*sealProportion: 0.42, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9622, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1905} 107.73178568854928 331.56015416420996 2.5957379806786776 385.2468960440073 0.9789000000000001 387
[110] 52978 {index_type: SCANN, nlist: 1668, nprobe: 18, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 374} {dataCoord*segment*maxSize: 2487, dataCoord*segment*sealProportion: 0.41, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9622, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 786} 117.01398057118058 387.494687538594 2.4016633182764053 416.37809612617434 0.7715 428
[111] 53322 {index_type: SCANN, nlist: 831, nprobe: 27, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 358} {dataCoord*segment*maxSize: 4725, dataCoord*segment*sealProportion: 0.37, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9604, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1654} 106.4282283205539 303.55177787318826 2.395501095801592 417.44919330348966 0.8979000000000001 343
[112] 53641 {index_type: SCANN, nlist: 396, nprobe: 55, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 293} {dataCoord*segment*maxSize: 2400, dataCoord*segment*sealProportion: 0.62, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9650, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 710} 113.60971552692354 276.92093532532454 2.6969920732080936 370.783440535104 0.9883000000000001 319
