[1] 234 {index_type: FLAT, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 112.29465392976999 158.6778428722173 56.31511001288891 17.75722359010093 0.9992000000000001 234
[169] 83202 {index_type: SCANN, nlist: 937, nprobe: 90, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 413} {dataCoord*segment*maxSize: 722, dataCoord*segment*sealProportion: 0.43, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88202, dataNode*segment*insertBufSize: 4825454573, rootCoord*minSegmentSizeToEnableIndex: 4566} 113.42630787752569 438.897270873189 2.883372565731406 346.81609025656263 0.9854 480
[170] 84640 {index_type: SCANN, nlist: 1232, nprobe: 82, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 648} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.52, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88055, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 6036} 128.45791560597718 1386.7061141151935 6.215694645419717 160.8830640895286 0.9964000000000001 1437
[171] 85077 {index_type: SCANN, nlist: 787, nprobe: 55, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 548} {dataCoord*segment*maxSize: 2837, dataCoord*segment*sealProportion: 0.69, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50280, dataNode*segment*insertBufSize: 7892564149, rootCoord*minSegmentSizeToEnableIndex: 100} 113.15149979293346 378.68363691680133 2.524600485339761 396.1022766996022 0.9696000000000001 437
[172] 85524 {index_type: SCANN, nlist: 1001, nprobe: 83, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 512} {dataCoord*segment*maxSize: 4043, dataCoord*segment*sealProportion: 0.29, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88340, dataNode*segment*insertBufSize: 4044980108, rootCoord*minSegmentSizeToEnableIndex: 4541} 109.22742899134755 398.0422461293638 2.564599798992276 389.9243852366112 0.9839000000000001 447
[173] 85982 {index_type: SCANN, nlist: 961, nprobe: 61, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 220} {dataCoord*segment*maxSize: 3095, dataCoord*segment*sealProportion: 0.44, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9917, dataNode*segment*insertBufSize: 3833890875, rootCoord*minSegmentSizeToEnableIndex: 3707} 112.04958741925657 397.43639522232115 2.4671140871942043 405.33188359249266 0.9675 457
[174] 86421 {index_type: SCANN, nlist: 876, nprobe: 74, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 512} {dataCoord*segment*maxSize: 3252, dataCoord*segment*sealProportion: 0.45, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50276, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 100} 112.29816493578255 387.5988480374217 2.5256812274456024 395.93278404787833 0.979 438
[175] 86877 {index_type: SCANN, nlist: 896, nprobe: 80, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 506} {dataCoord*segment*maxSize: 4296, dataCoord*segment*sealProportion: 0.09, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 87946, dataNode*segment*insertBufSize: 3665654696, rootCoord*minSegmentSizeToEnableIndex: 5365} 104.90398912131786 401.2177629247308 2.7537664845585823 363.1389972996552 0.9851 456
[176] 88007 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 708} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.14, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 2924, dataNode*segment*insertBufSize: 4436644574, rootCoord*minSegmentSizeToEnableIndex: 552} 128.45954856462777 1062.965137289837 7.600934935733676 131.56276279892606 0.9992000000000001 1130
[177] 88456 {index_type: SCANN, nlist: 905, nprobe: 94, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 534} {dataCoord*segment*maxSize: 4576, dataCoord*segment*sealProportion: 0.57, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 88052, dataNode*segment*insertBufSize: 4488398387, rootCoord*minSegmentSizeToEnableIndex: 6425} 109.62312742508948 401.72449544258416 2.899567326530814 344.87904138320164 0.9727 448
[178] 88985 {index_type: SCANN, nlist: 946, nprobe: 75, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 700} {dataCoord*segment*maxSize: 4191, dataCoord*segment*sealProportion: 0.11, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88052, dataNode*segment*insertBufSize: 2268141983, rootCoord*minSegmentSizeToEnableIndex: 4274} 111.38944550603628 488.71256833709776 2.596686376258731 385.10619116074616 0.981 529
[179] 89417 {index_type: SCANN, nlist: 735, nprobe: 49, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 355} {dataCoord*segment*maxSize: 3277, dataCoord*segment*sealProportion: 0.48, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50279, dataNode*segment*insertBufSize: 9961793426, rootCoord*minSegmentSizeToEnableIndex: 100} 106.39903751574457 367.86265957541764 2.523324901238084 396.30251320761124 0.9656 431
[180] 90163 {index_type: SCANN, nlist: 1004, nprobe: 89, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 127} {dataCoord*segment*maxSize: 4012, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9906, dataNode*segment*insertBufSize: 2642630478, rootCoord*minSegmentSizeToEnableIndex: 3182} 113.18285987898707 693.5539820231497 2.560472482815385 390.55291814753 0.9841 746
[181] 90784 {index_type: SCANN, nlist: 490, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 373} {dataCoord*segment*maxSize: 1889, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37391, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2301} 116.16212213970721 558.9050719309598 2.5387250054627657 393.89851120078964 0.2771 621
[182] 92229 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 271} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 14117, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 120.58138989657164 1379.5221215821803 6.4802349004894495 154.31539370964322 0.9994000000000001 1444
[183] 92654 {index_type: SCANN, nlist: 843, nprobe: 83, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 414} {dataCoord*segment*maxSize: 2794, dataCoord*segment*sealProportion: 0.65, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50272, dataNode*segment*insertBufSize: 8940837489, rootCoord*minSegmentSizeToEnableIndex: 743} 108.11152337491512 373.8779919221997 2.584276005625725 386.95557201440346 0.9728000000000001 424
[184] 93502 {index_type: SCANN, nlist: 1308, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 366} {dataCoord*segment*maxSize: 1867, dataCoord*segment*sealProportion: 0.03, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9249, dataNode*segment*insertBufSize: 1657646685, rootCoord*minSegmentSizeToEnableIndex: 1304} 110.95258521474898 791.9347782488912 4.302310625091195 232.43324044711514 0.9595 848
[185] 93994 {index_type: SCANN, nlist: 325, nprobe: 45, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 459} {dataCoord*segment*maxSize: 1949, dataCoord*segment*sealProportion: 0.04, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5405, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 117.2645602170378 447.50379336066544 3.146556107327342 317.8077764675207 0.9911000000000001 491
[186] 94472 {index_type: SCANN, nlist: 1262, nprobe: 87, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 750} {dataCoord*segment*maxSize: 5197, dataCoord*segment*sealProportion: 0.38, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 88130, dataNode*segment*insertBufSize: 2554708569, rootCoord*minSegmentSizeToEnableIndex: 4431} 113.58257535286248 412.7739009410143 2.5803301259875298 387.5473102951451 0.9785 478
[187] 94977 {index_type: SCANN, nlist: 427, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 366} {dataCoord*segment*maxSize: 901, dataCoord*segment*sealProportion: 0.11, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37586, dataNode*segment*insertBufSize: 1036328973, rootCoord*minSegmentSizeToEnableIndex: 1833} 115.32024119980633 458.9272473156452 2.7311034370213747 366.1523713985109 0.9915000000000002 504
[188] 95376 {index_type: SCANN, nlist: 587, nprobe: 40, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 205} {dataCoord*segment*maxSize: 2375, dataCoord*segment*sealProportion: 0.36, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 8994, dataNode*segment*insertBufSize: 5381836160, rootCoord*minSegmentSizeToEnableIndex: 4247} 109.62273164093494 361.84415451809764 2.4986385107040405 400.2179569857948 0.961 399
[189] 95826 {index_type: SCANN, nlist: 938, nprobe: 77, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 425} {dataCoord*segment*maxSize: 4655, dataCoord*segment*sealProportion: 0.11, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 10086, dataNode*segment*insertBufSize: 2122636927, rootCoord*minSegmentSizeToEnableIndex: 4376} 113.7244674358517 414.6739637516439 2.702327372506261 370.0513898405117 0.9825 450
[190] 96243 {index_type: SCANN, nlist: 675, nprobe: 69, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 719} {dataCoord*segment*maxSize: 1958, dataCoord*segment*sealProportion: 0.66, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50162, dataNode*segment*insertBufSize: 6384495858, rootCoord*minSegmentSizeToEnableIndex: 4169} 107.49083770625293 376.14132432080805 2.5521044321358204 391.83349529435753 0.987 416
[191] 96801 {index_type: SCANN, nlist: 298, nprobe: 33, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 465} {dataCoord*segment*maxSize: 1012, dataCoord*segment*sealProportion: 0.09, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 14055, dataNode*segment*insertBufSize: 1110473344, rootCoord*minSegmentSizeToEnableIndex: 100} 113.87721726484597 497.0384016223252 2.862985508516431 349.2857358255332 0.9788 558
[192] 97227 {index_type: SCANN, nlist: 651, nprobe: 75, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 609} {dataCoord*segment*maxSize: 2716, dataCoord*segment*sealProportion: 0.28, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50258, dataNode*segment*insertBufSize: 5339121688, rootCoord*minSegmentSizeToEnableIndex: 896} 113.33013267815113 384.7339412048459 2.752466266974807 363.31053789773944 0.9892000000000001 425
[193] 97633 {index_type: SCANN, nlist: 691, nprobe: 67, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 361} {dataCoord*segment*maxSize: 2084, dataCoord*segment*sealProportion: 0.7, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 50272, dataNode*segment*insertBufSize: 9835205690, rootCoord*minSegmentSizeToEnableIndex: 3686} 112.39186900109053 367.7093080691993 2.6079290676862 383.4460117763929 0.984 406
[194] 98010 {index_type: SCANN, nlist: 386, nprobe: 40, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 564} {dataCoord*segment*maxSize: 2031, dataCoord*segment*sealProportion: 0.28, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37560, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 3892} 105.56436719372869 313.9987463504076 2.831313595175743 353.19294962730146 0.9803000000000001 376
[195] 98386 {index_type: SCANN, nlist: 1302, nprobe: 45, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 445} {dataCoord*segment*maxSize: 3344, dataCoord*segment*sealProportion: 0.65, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9778, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1563} 112.8541206177324 325.5897044148296 2.3578802160918713 424.109754675102 0.9236 376
[196] 98849 {index_type: SCANN, nlist: 819, nprobe: 71, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 516} {dataCoord*segment*maxSize: 4047, dataCoord*segment*sealProportion: 0.03, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 10041, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 118.62808712944388 423.66013492643833 3.1920194048434496 313.28130351671354 0.9876 463
[197] 99240 {index_type: SCANN, nlist: 1220, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 467} {dataCoord*segment*maxSize: 1184, dataCoord*segment*sealProportion: 0.75, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9493, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1404} 116.56469418294728 349.05643266811967 2.1151668578386307 472.77594024985973 0.2265 390
[198] 99672 {index_type: SCANN, nlist: 574, nprobe: 47, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 403} {dataCoord*segment*maxSize: 2007, dataCoord*segment*sealProportion: 0.07, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 8525, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 5031} 122.63777670264244 390.6969621088356 2.8123926520347595 355.56912697681184 0.9759000000000001 432
[199] 100116 {index_type: SCANN, nlist: 416, nprobe: 58, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 438} {dataCoord*segment*maxSize: 2904, dataCoord*segment*sealProportion: 0.06, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 50336, dataNode*segment*insertBufSize: 9691028625, rootCoord*minSegmentSizeToEnableIndex: 1486} 113.96154973469675 392.6313494555652 2.869345787912607 348.51149840935705 0.9915999999999999 443
[200] 100543 {index_type: SCANN, nlist: 762, nprobe: 74, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 558} {dataCoord*segment*maxSize: 3217, dataCoord*segment*sealProportion: 0.67, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 49964, dataNode*segment*insertBufSize: 8178480449, rootCoord*minSegmentSizeToEnableIndex: 3112} 111.36111362464726 384.9191298894584 2.6818695832043886 372.8742091944554 0.987 427
[201] 101004 {index_type: SCANN, nlist: 1155, nprobe: 78, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 486} {dataCoord*segment*maxSize: 4831, dataCoord*segment*sealProportion: 0.14, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 88183, dataNode*segment*insertBufSize: 2467543341, rootCoord*minSegmentSizeToEnableIndex: 4283} 110.65622170642018 413.60060332529247 2.668536463752389 374.7372440224557 0.9768 460
[202] 101381 {index_type: SCANN, nlist: 1144, nprobe: 62, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 3846, dataCoord*segment*sealProportion: 0.62, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9620, dataNode*segment*insertBufSize: 636905473, rootCoord*minSegmentSizeToEnableIndex: 2792} 108.91733708046377 328.53228076547384 2.4584515802562237 406.7600956760671 0.9484000000000001 377
[203] 102406 {index_type: SCANN, nlist: 1206, nprobe: 47, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 647} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.63, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9601, dataNode*segment*insertBufSize: 875659826, rootCoord*minSegmentSizeToEnableIndex: 100} 123.6377529129386 983.834517352283 5.8589108400046825 170.6801873774889 0.982 1024
[204] 102873 {index_type: SCANN, nlist: 376, nprobe: 45, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 269} {dataCoord*segment*maxSize: 1359, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 37349, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1800} 120.09711928106844 397.6409013662487 3.0053127873688936 332.74406717428076 0.9838 466
[205] 103484 {index_type: SCANN, nlist: 1183, nprobe: 75, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 379} {dataCoord*segment*maxSize: 3123, dataCoord*segment*sealProportion: 0.05, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 50049, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 3100} 118.61994457617402 549.6284589022398 2.550693979486823 392.05016675547694 0.9736 611
[206] 103903 {index_type: SCANN, nlist: 900, nprobe: 75, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 693} {dataCoord*segment*maxSize: 1172, dataCoord*segment*sealProportion: 0.38, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 37692, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 192} 110.61596166528761 355.60587656870484 2.696900397539139 370.79604456748854 0.9815 419
[207] 104305 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 611} {dataCoord*segment*maxSize: 1554, dataCoord*segment*sealProportion: 0.64, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9610, dataNode*segment*insertBufSize: 3977637893, rootCoord*minSegmentSizeToEnableIndex: 2136} 109.91911769285798 347.4173920881003 4.694924244657159 212.995982019945 0.9982000000000001 401
[208] 105047 {index_type: SCANN, nlist: 1039, nprobe: 69, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 3350, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9535, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 4593} 117.37619184143841 677.7096199709922 2.4885733276605606 401.83666234985833 0.9721000000000002 741
[209] 105462 {index_type: SCANN, nlist: 1150, nprobe: 91, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 4935, dataCoord*segment*sealProportion: 0.18, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9655, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 113.16779437102377 351.82032550498843 2.5326786004006863 394.8388871141382 0.98 415
[210] 105855 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 685} {dataCoord*segment*maxSize: 1425, dataCoord*segment*sealProportion: 0.33, queryCoord*autoHandoff: False, queryCoord*autoBalance: True, common*gracefulTime: 13599, dataNode*segment*insertBufSize: 5840177951, rootCoord*minSegmentSizeToEnableIndex: 100} 112.93997620604932 350.9151638969779 4.586395537480712 218.03614446853746 0.9987 392
[211] 106338 {index_type: SCANN, nlist: 842, nprobe: 78, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 4614, dataCoord*segment*sealProportion: 0.06, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 9546, dataNode*segment*insertBufSize: 4125007978, rootCoord*minSegmentSizeToEnableIndex: 100} 103.52089334465563 409.69239029474556 2.5676001626998186 389.4687399258088 0.9825 482
[212] 106781 {index_type: SCANN, nlist: 679, nprobe: 59, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 576} {dataCoord*segment*maxSize: 1726, dataCoord*segment*sealProportion: 0.18, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 37544, dataNode*segment*insertBufSize: 4632283985, rootCoord*minSegmentSizeToEnableIndex: 2206} 110.7388764154166 395.5493093300611 2.903932398185134 344.36063340350773 0.9793 443
[213] 107158 {index_type: SCANN, nlist: 607, nprobe: 88, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 708} {dataCoord*segment*maxSize: 5038, dataCoord*segment*sealProportion: 0.2, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 88285, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 120.75684783607721 313.8321953509003 2.7909645214676857 358.2990727069972 0.9932 377
[214] 107663 {index_type: SCANN, nlist: 852, nprobe: 81, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 115} {dataCoord*segment*maxSize: 1462, dataCoord*segment*sealProportion: 0.34, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 10080, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 6578} 119.6871278192848 448.32985313795507 2.549298206344247 392.2648192005844 0.9631000000000002 504
[215] 108134 {index_type: SCANN, nlist: 1093, nprobe: 100, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 4336, dataCoord*segment*sealProportion: 0.2, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9483, dataNode*segment*insertBufSize: 3721586199, rootCoord*minSegmentSizeToEnableIndex: 7546} 115.34164167754352 400.53766266070306 2.4153053406625986 414.0263275059321 0.9754 470
[216] 108480 {index_type: SCANN, nlist: 509, nprobe: 87, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 698} {dataCoord*segment*maxSize: 5463, dataCoord*segment*sealProportion: 0.3, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 88174, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 9852} 108.55413346551359 283.78210491128266 2.8830104656517506 346.85964963152986 0.9952000000000001 346
[217] 108943 {index_type: SCANN, nlist: 973, nprobe: 67, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 4833, dataCoord*segment*sealProportion: 0.4, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9536, dataNode*segment*insertBufSize: 3841592987, rootCoord*minSegmentSizeToEnableIndex: 7755} 110.84525083005428 397.5951357986778 2.470204645767808 404.8247588365993 0.9692999999999999 462
[218] 109316 {index_type: SCANN, nlist: 1020, nprobe: 86, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 475} {dataCoord*segment*maxSize: 5034, dataCoord*segment*sealProportion: 0.25, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 9473, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 6124} 106.5173714812845 312.8940190654248 2.600586326792836 384.5286694378827 0.9717 372
[219] 109777 {index_type: SCANN, nlist: 965, nprobe: 79, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 100} {dataCoord*segment*maxSize: 4160, dataCoord*segment*sealProportion: 0.14, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9314, dataNode*segment*insertBufSize: 5979355975, rootCoord*minSegmentSizeToEnableIndex: 3338} 117.2468658387661 412.874762667343 2.378298884257674 420.46859905588553 0.9756000000000001 461
[220] 110277 {index_type: SCANN, nlist: 1152, nprobe: 100, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 325} {dataCoord*segment*maxSize: 3950, dataCoord*segment*sealProportion: 0.12, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9384, dataNode*segment*insertBufSize: 5203837635, rootCoord*minSegmentSizeToEnableIndex: 900} 113.71362440474331 438.6486074347049 2.641090616583824 378.6314614579456 0.9867999999999999 500
[221] 110689 {index_type: SCANN, nlist: 638, nprobe: 65, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 538} {dataCoord*segment*maxSize: 3710, dataCoord*segment*sealProportion: 0.59, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9212, dataNode*segment*insertBufSize: 4703821771, rootCoord*minSegmentSizeToEnableIndex: 7163} 112.08197815902531 370.67010709270835 2.697658868506551 370.69179193646875 0.985 412
[222] 111454 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 404} {dataCoord*segment*maxSize: 585, dataCoord*segment*sealProportion: 0.05, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 4624, dataNode*segment*insertBufSize: 602575288, rootCoord*minSegmentSizeToEnableIndex: 100} 116.94973583519459 689.720641668886 4.695921150967479 212.9507646852151 0.9989000000000001 764
[223] 111831 {index_type: SCANN, nlist: 191, nprobe: 77, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 531} {dataCoord*segment*maxSize: 2526, dataCoord*segment*sealProportion: 0.37, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 88531, dataNode*segment*insertBufSize: 6050855912, rootCoord*minSegmentSizeToEnableIndex: 2146} 108.95414192043245 335.69880192540586 3.6729728672653437 272.2590218164434 0.9976 377
[224] 112620 {index_type: SCANN, nlist: 471, nprobe: 72, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 445} {dataCoord*segment*maxSize: 2056, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 50354, dataNode*segment*insertBufSize: 8951496586, rootCoord*minSegmentSizeToEnableIndex: 292} 110.50149234756827 734.6757487226278 3.508395738899708 285.0305593842777 0.9945999999999999 788
